"priority","risk_score","item_code","question_type","word_id","french_word","chinese_gloss","source_flags","false_friends_page_evidence","original_source_claim","applied_false_claim","review_rationale","false_friends_pdf_page","tem4_pdf_page","pedagogic_decision","reviewer_notes"
"NORMAL","0","FF4Q-0039","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0039","villa","独立住宅; 花园小别墅","","","","","Baseline source-backed manual pedagogic review is still required.","199","41","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0040","SHORT_TEXT","LEXI_BRIDGE_FF4-0040","gentil","好心的; 友善的; 可爱的","","","","","Baseline source-backed manual pedagogic review is still required.","90","41","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0041","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0041","disposer","安排; 布置; 使准备; 可供使用","","","","","Baseline source-backed manual pedagogic review is still required.","65","42","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0042","FILL_BLANK","LEXI_BRIDGE_FF4-0042","découvrir","发现; 揭开; 脱帽露头","","","","","Baseline source-backed manual pedagogic review is still required.","55","42","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0043","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0043","déposer","放下; 罢免; 作证","","","","","Baseline source-backed manual pedagogic review is still required.","59","42","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0044","SHORT_TEXT","LEXI_BRIDGE_FF4-0044","remonter","重新上升; 补货; 上发条; 使振作","","","","","Baseline source-backed manual pedagogic review is still required.","164","42","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0045","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0045","usage","使用; 惯例; 习俗; 穿用磨损","","","","","Baseline source-backed manual pedagogic review is still required.","196","42","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0046","FILL_BLANK","LEXI_BRIDGE_FF4-0046","radio","无线电报务员; 无线电留言","","","","","Baseline source-backed manual pedagogic review is still required.","157","43","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0048","SHORT_TEXT","LEXI_BRIDGE_FF4-0048","chef","厨师长; 首领; 站长; 头","","","","","Baseline source-backed manual pedagogic review is still required.","36","44","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0049","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0049","poursuivre","追赶; 继续; 起诉","","","","","Baseline source-backed manual pedagogic review is still required.","150","44","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0050","FILL_BLANK","LEXI_BRIDGE_FF4-0050","trier","分类; 筛选; 挑选","","","","","Baseline source-backed manual pedagogic review is still required.","192","44","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0051","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0051","hâter","加快; 催促","","","","","Baseline source-backed manual pedagogic review is still required.","95","46","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0052","SHORT_TEXT","LEXI_BRIDGE_FF4-0052","répéter","重复; 排练","","","","","Baseline source-backed manual pedagogic review is still required.","164","46","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0053","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0053","oriental","东方的; 东部的","","","","","Baseline source-backed manual pedagogic review is still required.","133","47","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0054","FILL_BLANK","LEXI_BRIDGE_FF4-0054","harmonie","和谐; 管乐队","","","","","Baseline source-backed manual pedagogic review is still required.","95","47","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0056","SHORT_TEXT","LEXI_BRIDGE_FF4-0056","crier","喊叫","","","","","Baseline source-backed manual pedagogic review is still required.","51","49","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0057","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0057","taper","敲打; 打字; 搭讪","","","","","Baseline source-backed manual pedagogic review is still required.","187","49","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0058","FILL_BLANK","LEXI_BRIDGE_FF4-0058","raison","理由; 正确; 商号; 比例","","","","","Baseline source-backed manual pedagogic review is still required.","158","49","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0060","SHORT_TEXT","LEXI_BRIDGE_FF4-0060","commun","共同的; 普通的; 劣质的","","","","","Baseline source-backed manual pedagogic review is still required.","41","53","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0061","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0061","chic","时髦; 天赋; 体面、好心","","","","","Baseline source-backed manual pedagogic review is still required.","36","53","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0062","FILL_BLANK","LEXI_BRIDGE_FF4-0062","citadin","城市居民","","","","","Baseline source-backed manual pedagogic review is still required.","37","53","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0064","SHORT_TEXT","LEXI_BRIDGE_FF4-0064","rater","错过; 失败","","","","","Baseline source-backed manual pedagogic review is still required.","159","53","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0065","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0065","sauvage","野生的; 未驯化的; 害羞的; 自由的","","","","","Baseline source-backed manual pedagogic review is still required.","173","54","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0066","FILL_BLANK","LEXI_BRIDGE_FF4-0066","sage","明智的; 懂事的","","","","","Baseline source-backed manual pedagogic review is still required.","172","54","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0067","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0067","sympathique","友好的; 讨人喜欢的; 同情的; 神经的","","","","","Baseline source-backed manual pedagogic review is still required.","186","54","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0068","SHORT_TEXT","LEXI_BRIDGE_FF4-0068","geste","手势","","","","","Baseline source-backed manual pedagogic review is still required.","90","54","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0069","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0069","grand","高的; 大的; 伟大的; 宏伟的","","","","","Baseline source-backed manual pedagogic review is still required.","92","55","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0070","FILL_BLANK","LEXI_BRIDGE_FF4-0070","essence","汽油; 树木种类","","","","","Baseline source-backed manual pedagogic review is still required.","74","57","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0072","SHORT_TEXT","LEXI_BRIDGE_FF4-0072","retourner","翻到反面; 翻土; 返回; 推翻","","","","","Baseline source-backed manual pedagogic review is still required.","167","59","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0073","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0073","courrier","信使; 邮件、邮政","","","","","Baseline source-backed manual pedagogic review is still required.","49","59","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0076","SHORT_TEXT","LEXI_BRIDGE_FF4-0076","recette","收入; 票房收入; 食谱","","","","","Baseline source-backed manual pedagogic review is still required.","160","60","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0077","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0077","coton","棉花; 药棉","","","","","Baseline source-backed manual pedagogic review is still required.","49","60","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0081","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0081","matière","物质; 材料; 科目; 事情","","","","","Baseline source-backed manual pedagogic review is still required.","121","61","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0082","FILL_BLANK","LEXI_BRIDGE_FF4-0082","supporter","忍受; 容忍; 承受","","","","","Baseline source-backed manual pedagogic review is still required.","184","61","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0084","SHORT_TEXT","LEXI_BRIDGE_FF4-0084","tribune","看台; 教堂走廊; 讲台; 管风琴阁","","","","","Baseline source-backed manual pedagogic review is still required.","192","62","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0086","FILL_BLANK","LEXI_BRIDGE_FF4-0086","facteur","邮递员; 风琴制造者; 钢琴制造者; 因素","","","","","Baseline source-backed manual pedagogic review is still required.","78","64","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0088","SHORT_TEXT","LEXI_BRIDGE_FF4-0088","timbre","音色; 小铃; 印章; 邮票","","","","","Baseline source-backed manual pedagogic review is still required.","189","64","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0089","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0089","prévenir","预先警告; 通知; 预防; 偏见影响","","","","","Baseline source-backed manual pedagogic review is still required.","152","67","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0090","FILL_BLANK","LEXI_BRIDGE_FF4-0090","version","版本; 译成母语的翻译练习","","","","","Baseline source-backed manual pedagogic review is still required.","198","67","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0092","SHORT_TEXT","LEXI_BRIDGE_FF4-0092","cravate","领带","","","","","Baseline source-backed manual pedagogic review is still required.","50","69","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0093","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0093","signer","签署; 画十字圣号（se signer）","","","","","Baseline source-backed manual pedagogic review is still required.","177","69","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0094","FILL_BLANK","LEXI_BRIDGE_FF4-0094","craquer","发出破裂声; 裂开; 崩溃; 划火柴","","","","","Baseline source-backed manual pedagogic review is still required.","50","70","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0096","SHORT_TEXT","LEXI_BRIDGE_FF4-0096","génie","天才; 精灵; 工程兵","","","","","Baseline source-backed manual pedagogic review is still required.","90","71","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0097","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0097","édifier","启迪; 建造; 竖立","","","","","Baseline source-backed manual pedagogic review is still required.","68","74","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0100","SHORT_TEXT","LEXI_BRIDGE_FF4-0100","rubrique","栏目; 标题","","","","","Baseline source-backed manual pedagogic review is still required.","170","77","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0102","FILL_BLANK","LEXI_BRIDGE_FF4-0102","stage","实习期; 培训课程","","","","","Baseline source-backed manual pedagogic review is still required.","181","77","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0104","SHORT_TEXT","LEXI_BRIDGE_FF4-0104","réclamer","抱怨; 索要; 要求","","","","","Baseline source-backed manual pedagogic review is still required.","161","80","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0106","FILL_BLANK","LEXI_BRIDGE_FF4-0106","rentable","有利可图的; 赚钱的","","","","","Baseline source-backed manual pedagogic review is still required.","164","82","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0108","SHORT_TEXT","LEXI_BRIDGE_FF4-0108","effectif","实际的; 真实的; 生效的","","","","","Baseline source-backed manual pedagogic review is still required.","69","83","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0109","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0109","formidable","极好的; 令人敬畏的","","","","","Baseline source-backed manual pedagogic review is still required.","85","83","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0110","FILL_BLANK","LEXI_BRIDGE_FF4-0110","offrir","给; 赠送; 请客; 犒劳自己","","","","","Baseline source-backed manual pedagogic review is still required.","132","84","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0112","SHORT_TEXT","LEXI_BRIDGE_FF4-0112","sérieux","严肃的; 可靠的; 认真负责的","","","","","Baseline source-backed manual pedagogic review is still required.","176","85","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0113","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0113","organisme","生物体; 组织机构","","","","","Baseline source-backed manual pedagogic review is still required.","133","86","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0114","FILL_BLANK","LEXI_BRIDGE_FF4-0114","file","队列; 一列; 档案夹; 金属锉","","","","","Baseline source-backed manual pedagogic review is still required.","81","86","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0116","SHORT_TEXT","LEXI_BRIDGE_FF4-0116","marcher","行进; 步行; 运转; 进行","","","","","Baseline source-backed manual pedagogic review is still required.","119","87","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0117","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0117","ordonner","命令; 整理; 开药; 授圣职","","","","","Baseline source-backed manual pedagogic review is still required.","133","89","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0118","FILL_BLANK","LEXI_BRIDGE_FF4-0118","vulgaire","普通的; 日常的; 粗俗的","","","","","Baseline source-backed manual pedagogic review is still required.","201","89","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0119","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0119","fatal","不可避免的; 命中注定的","","","","","Baseline source-backed manual pedagogic review is still required.","79","89","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0121","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0121","veine","静脉; 好运（口语）","","","","","Baseline source-backed manual pedagogic review is still required.","197","91","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0122","FILL_BLANK","LEXI_BRIDGE_FF4-0122","car","长途汽车; 客车; 警车厢式车","","","","","Baseline source-backed manual pedagogic review is still required.","31","92","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0124","SHORT_TEXT","LEXI_BRIDGE_FF4-0124","scolaire","在校学生","","","","","Baseline source-backed manual pedagogic review is still required.","174","94","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0125","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0125","sort","命运; 处置; 魔法","","","","","Baseline source-backed manual pedagogic review is still required.","179","96","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0126","FILL_BLANK","LEXI_BRIDGE_FF4-0126","paradis","天堂; 剧院顶层座位","","","","","Baseline source-backed manual pedagogic review is still required.","136","96","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0128","SHORT_TEXT","LEXI_BRIDGE_FF4-0128","terrible","非常好的; 可怕的","","","","","Baseline source-backed manual pedagogic review is still required.","188","97","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0129","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0129","zinc","锌; 酒吧柜台; 飞机（口语）","","","","","Baseline source-backed manual pedagogic review is still required.","202","98","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0132","SHORT_TEXT","LEXI_BRIDGE_FF4-0132","user","磨损; 消耗","","","","","Baseline source-backed manual pedagogic review is still required.","196","98","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0133","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0133","dériver","派生; 改道; 漂流","","","","","Baseline source-backed manual pedagogic review is still required.","60","99","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0136","SHORT_TEXT","LEXI_BRIDGE_FF4-0136","poli","有礼貌的; 抛光的","","","","","Baseline source-backed manual pedagogic review is still required.","147","100","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0137","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0137","gros","大的; 胖的; 粗大的; 响亮的","","","","","Baseline source-backed manual pedagogic review is still required.","93","101","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0138","FILL_BLANK","LEXI_BRIDGE_FF4-0138","mémoire","备忘录; 业务报告; 论文; 回忆录","","","","","Baseline source-backed manual pedagogic review is still required.","122","102","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0140","SHORT_TEXT","LEXI_BRIDGE_FF4-0140","sacré","神圣的; 该死的（加强/贬义）","","","","","Baseline source-backed manual pedagogic review is still required.","171","107","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0141","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0141","goutte","水滴; 少量","","","","","Baseline source-backed manual pedagogic review is still required.","91","107","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0142","FILL_BLANK","LEXI_BRIDGE_FF4-0142","col","衣领; 山口; 瓶颈","","","","","Baseline source-backed manual pedagogic review is still required.","39","107","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0144","SHORT_TEXT","LEXI_BRIDGE_FF4-0144","panneau","镶板; 围栏; 路标; 陷阱","","","","","Baseline source-backed manual pedagogic review is still required.","135","108","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0145","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0145","époque","时代; 时期; 当时","","","","","Baseline source-backed manual pedagogic review is still required.","73","109","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0146","FILL_BLANK","LEXI_BRIDGE_FF4-0146","rouler","滚动; 行进; 旅行; 欺骗","","","","","Baseline source-backed manual pedagogic review is still required.","170","109","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0148","SHORT_TEXT","LEXI_BRIDGE_FF4-0148","moniteur","体育教练; 辅导员; 夏令营工作人员","","","","","Baseline source-backed manual pedagogic review is still required.","125","111","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0149","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0149","résumer","概括; 总结","","","","","Baseline source-backed manual pedagogic review is still required.","166","111","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0150","FILL_BLANK","LEXI_BRIDGE_FF4-0150","serviette","毛巾; 餐巾; 公文包","","","","","Baseline source-backed manual pedagogic review is still required.","176","111","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0152","SHORT_TEXT","LEXI_BRIDGE_FF4-0152","charger","装载; 使负担; 索价; （法律）控告","","","","","Baseline source-backed manual pedagogic review is still required.","35","111","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0153","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0153","charge","负担; 职责; 照料; 收费","","","","","Baseline source-backed manual pedagogic review is still required.","35","112","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0154","FILL_BLANK","LEXI_BRIDGE_FF4-0154","contester","争议; 抗议; 反对","","","","","Baseline source-backed manual pedagogic review is still required.","46","112","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0157","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0157","confus","困惑的; 尴尬的","","","","","Baseline source-backed manual pedagogic review is still required.","44","113","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0158","FILL_BLANK","LEXI_BRIDGE_FF4-0158","scène","戏剧场景; 事件发生地点","","","","","Baseline source-backed manual pedagogic review is still required.","173","114","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0159","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0159","demander","询问; 请求; 想知道; 叫牌","","","","","Baseline source-backed manual pedagogic review is still required.","58","115","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0160","SHORT_TEXT","LEXI_BRIDGE_FF4-0160","fumer","吸烟; 发怒; 施肥","","","","","Baseline source-backed manual pedagogic review is still required.","87","115","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0162","FILL_BLANK","LEXI_BRIDGE_FF4-0162","fièvre","发烧; 兴奋","","","","","Baseline source-backed manual pedagogic review is still required.","80","120","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0166","FILL_BLANK","LEXI_BRIDGE_FF4-0166","cause","原因; 诉讼案件; 起诉","","","","","Baseline source-backed manual pedagogic review is still required.","33","128","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0168","SHORT_TEXT","LEXI_BRIDGE_FF4-0168","embarras","困难; 经济拮据; 选择困难; 肠胃不适","","","","","Baseline source-backed manual pedagogic review is still required.","70","130","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0169","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0169","conduire","引导; 驾驶; 输送; 行为举止","","","","","Baseline source-backed manual pedagogic review is still required.","43","130","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0170","FILL_BLANK","LEXI_BRIDGE_FF4-0170","primitif","原始的; 最初的","","","","","Baseline source-backed manual pedagogic review is still required.","152","132","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0172","SHORT_TEXT","LEXI_BRIDGE_FF4-0172","trafic","交通运输","","","","","Baseline source-backed manual pedagogic review is still required.","190","135","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0173","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0173","causer","导致; 聊天","","","","","Baseline source-backed manual pedagogic review is still required.","33","135","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0174","FILL_BLANK","LEXI_BRIDGE_FF4-0174","tablette","小桌板; 巧克力块; 搁板","","","","","Baseline source-backed manual pedagogic review is still required.","186","136","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0176","SHORT_TEXT","LEXI_BRIDGE_FF4-0176","province","省; 外省; 乡下（相对巴黎）","","","","","Baseline source-backed manual pedagogic review is still required.","154","137","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0177","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0177","traiter","处理; 称呼; 款待; 请客","","","","","Baseline source-backed manual pedagogic review is still required.","191","139","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0178","FILL_BLANK","LEXI_BRIDGE_FF4-0178","carrière","职业生涯; 采石场; 外交部门","","","","","Baseline source-backed manual pedagogic review is still required.","32","139","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0181","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0181","saluer","打招呼; 致意; 挥手","","","","","Baseline source-backed manual pedagogic review is still required.","172","143","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0182","FILL_BLANK","LEXI_BRIDGE_FF4-0182","détacher","分离; 清除污渍","","","","","Baseline source-backed manual pedagogic review is still required.","61","143","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0184","SHORT_TEXT","LEXI_BRIDGE_FF4-0184","hardi","大胆的; 勇敢的","","","","","Baseline source-backed manual pedagogic review is still required.","95","144","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0186","FILL_BLANK","LEXI_BRIDGE_FF4-0186","spectacle","演出; 景象; 眼镜（复数）","","","","","Baseline source-backed manual pedagogic review is still required.","180","144","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0188","SHORT_TEXT","LEXI_BRIDGE_FF4-0188","domaine","领地; 地产; 领域; 国家财产","","","","","Baseline source-backed manual pedagogic review is still required.","66","147","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0189","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0189","gomme","树胶; 橡皮擦; 橡胶","","","","","Baseline source-backed manual pedagogic review is still required.","91","147","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0190","FILL_BLANK","LEXI_BRIDGE_FF4-0190","député","国民议会议员","","","","","Baseline source-backed manual pedagogic review is still required.","60","148","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0191","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0191","square","带花园的小广场","","","","","Baseline source-backed manual pedagogic review is still required.","181","149","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0192","SHORT_TEXT","LEXI_BRIDGE_FF4-0192","régime","政体; 制度; 一把香蕉; 饮食法","","","","","Baseline source-backed manual pedagogic review is still required.","162","149","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0193","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0193","sain","健康的; 健全的; 安全的","","","","","Baseline source-backed manual pedagogic review is still required.","172","150","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0194","FILL_BLANK","LEXI_BRIDGE_FF4-0194","tester","测试; 立遗嘱","","","","","Baseline source-backed manual pedagogic review is still required.","188","151","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0195","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0195","tromper","欺骗; 出错; 消磨时间","","","","","Baseline source-backed manual pedagogic review is still required.","193","151","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0196","SHORT_TEXT","LEXI_BRIDGE_FF4-0196","complet","完整的; 全满的","","","","","Baseline source-backed manual pedagogic review is still required.","41","154","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0197","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0197","supérieur","较高的; 上层的; 上面的","","","","","Baseline source-backed manual pedagogic review is still required.","184","154","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0198","FILL_BLANK","LEXI_BRIDGE_FF4-0198","laborieux","费力的; 辛苦的; 勤劳的; 劳动阶级的","","","","","Baseline source-backed manual pedagogic review is still required.","110","155","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0199","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0199","vaisselle","餐具; 洗碗","","","","","Baseline source-backed manual pedagogic review is still required.","196","156","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0200","SHORT_TEXT","LEXI_BRIDGE_FF4-0200","faveur","恩惠; 偏爱; 保护","","","","","Baseline source-backed manual pedagogic review is still required.","80","156","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0201","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0201","réservoir","水箱; 煤气表; 油箱; 鱼塘","","","","","Baseline source-backed manual pedagogic review is still required.","165","156","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0202","FILL_BLANK","LEXI_BRIDGE_FF4-0202","mineur","矿工; 未成年人; 次要的","","","","","Baseline source-backed manual pedagogic review is still required.","123","157","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0204","SHORT_TEXT","LEXI_BRIDGE_FF4-0204","degré","度; 台阶","","","","","Baseline source-backed manual pedagogic review is still required.","57","157","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0205","SINGLE_CHOICE","LEXI_BRIDGE_FF4-0205","ordinaire","日常惯例; 正常状态; 普通食物","","","","","Baseline source-backed manual pedagogic review is still required.","133","158","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0206","FILL_BLANK","LEXI_BRIDGE_FF4-0206","ventiler","通风; 分别估价; 拆分分析","","","","","Baseline source-backed manual pedagogic review is still required.","198","158","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0207","TRUE_FALSE_WITH_JUSTIFICATION","LEXI_BRIDGE_FF4-0207","langage","特定用语; 技术语言; 日常用语","","","","","Baseline source-backed manual pedagogic review is still required.","111","158","PENDING_HUMAN_REVIEW",""
"NORMAL","0","FF4Q-0208","SHORT_TEXT","LEXI_BRIDGE_FF4-0208","ponctuel","守时的; 技术上为局部的、特定的、精确的","","","","","Baseline source-backed manual pedagogic review is still required.","148","158","PENDING_HUMAN_REVIEW",""
